DATE,CCIUAC,CCIUTC,CONB,CONQ,EEC,EEGP,EXVUS,FM1,FM1D82,FSPCAP,FSPCOM,FSPCON,IP,LHUR,LUINC,PW,RCARD,RTRR
1980-01-01,67166.0,153636.0,48579.0,66820.0,7.40299999713897,111.0,85.5199999809265,386.099999427795,477.79999923706,126.679999947547,110.869999945163,85.0899999737739,85.8999999761581,6.29999999701976,416.0,85.199999988079,8.33999999985099,79407.0
1980-02-01,67119.0,153308.0,47759.0,64049.0,6.9619999974966,118.599999964237,86.3699999451637,389.79999923706,476.5,131.269999980926,115.339999973773,83.1399999856948,86.199999988079,6.29999999701976,397.0,86.8999999761581,7.85999999940395,78787.0
1980-03-01,66786.0,152347.0,46705.0,64831.0,6.847999997437,123.0,90.2599999904632,389.29999923706,468.5,116.199999988079,104.689999997615,75.5,86.199999988079,6.29999999701976,438.0,87.5,7.13999999687075,77685.0
1980-04-01,65837.0,150937.0,45835.0,63913.0,5.98599999770522,124.199999988079,91.0899999737739,383.699999809265,457.29999923706,110.199999988079,102.969999969005,76.9299999475479,84.5,6.89999999850988,532.0,87.7999999523162,5.91999999806284,76658.0
1980-05-01,65035.0,149238.0,46819.0,64598.0,5.8369999974966,124.399999976158,86.9599999785423,383.199999809265,452.39999961853,113.459999978542,107.689999997615,82.8099999427795,82.5,7.5,616.0,88.2999999523162,5.31999999657273,76613.0
1980-06-01,64224.0,147883.0,46169.0,63401.0,5.69299999997019,124.599999964237,85.289999961853,388.39999961853,453.699999809265,122.139999985694,114.549999952316,85.7599999904632,81.5,7.59999999776482,581.0,88.699999988079,5.75,77586.0
1980-07-01,63472.0,146975.0,44611.0,63386.0,5.94399999827146,124.699999988079,84.6499999761581,392.79999923706,458.89999961853,129.259999990463,119.82999998331,88.9799999594688,81.199999988079,7.79999999701976,510.0,90.2999999523162,6.43999999761581,79311.0
1980-08-01,63434.0,147395.0,44587.0,62604.0,5.875,124.299999952316,86.0899999737739,400.099999427795,464.199999809265,136.549999952316,123.5,93.6199999451637,82.3999999761581,7.69999999925494,495.0,91.5,6.42999999970197,80180.0
1980-09-01,63115.0,147618.0,44484.0,63390.0,5.79399999976158,123.099999964237,85.5,405.599999427795,466.699999809265,142.099999964237,126.509999990463,95.4099999666214,83.5,7.5,488.0,91.699999988079,6.36999999731779,80439.0
1980-10-01,62779.0,147161.0,44367.0,62785.0,6.15099999681115,122.299999952316,86.5899999737739,410.29999923706,466.79999923706,145.069999992847,130.219999969005,92.7599999904632,84.0,7.5,447.0,92.7999999523162,6.62999999895692,82076.0
1980-11-01,62320.0,146413.0,45553.0,61449.0,6.25599999725818,122.199999988079,89.3099999427795,413.099999427795,465.699999809265,153.679999947547,135.649999976158,92.2799999713897,85.5,7.5,422.0,93.199999988079,6.45999999716878,82950.0
1980-12-01,61536.0,147013.0,47913.0,67939.0,7.20499999821186,123.099999964237,90.9899999499321,408.79999923706,456.79999923706,149.779999971389,133.479999959468,90.2999999523162,85.8999999761581,7.19999999925494,420.0,93.7999999523162,6.28999999910593,83132.0
1981-01-01,60124.0,145077.0,50434.0,71629.0,7.45999999716878,126.899999976158,91.3799999952316,411.599999427795,455.29999923706,147.229999959468,132.969999969005,94.6099999547004,85.199999988079,7.5,424.0,95.199999988079,6.55999999865889,84943.0
1981-02-01,59579.0,143429.0,50388.0,68784.0,6.33199999853968,135.299999952316,96.0199999809265,414.5,454.5,143.139999985694,128.399999976158,94.449999988079,85.3999999761581,7.39999999850988,410.0,96.0999999642372,7.39999999850988,86059.0
1981-03-01,59910.0,143397.0,51622.0,70660.0,6.43999999761581,138.799999952316,96.2199999690056,419.199999809265,456.599999427795,149.759999990463,133.189999997615,100.839999973773,85.699999988079,7.39999999850988,413.0,97.0,7.64999999850988,86518.0
1981-04-01,59849.0,143680.0,53436.0,66899.0,5.70899999886751,138.099999964237,98.7999999523163,427.29999923706,462.89999961853,150.799999952316,134.429999947547,105.959999978542,85.0,7.19999999925494,395.0,98.0,5.73999999836087,85949.0
1981-05-01,59819.0,143841.0,52920.0,64146.0,5.76499999687075,137.0,103.589999973773,424.199999809265,456.099999427795,146.779999971389,131.729999959468,104.669999957084,85.5999999642372,7.5,401.0,98.2999999523163,5.79999999701976,85335.0
1981-06-01,59907.0,145125.0,52479.0,63587.0,5.81799999997019,136.199999988079,106.8599999547,424.199999809265,452.199999809265,144.839999973773,132.279999971389,108.549999952316,86.0999999642372,7.5,405.0,98.5,5.7799999974668,86312.0
1981-07-01,59907.0,145375.0,55185.0,62857.0,6.02299999818206,135.299999952316,109.869999945163,425.89999961853,449.29999923706,140.099999964237,129.129999995231,101.629999995231,87.0999999642372,7.19999999925494,395.0,99.0,5.85999999940395,86806.0
1981-08-01,59745.0,145996.0,56545.0,61209.0,5.92299999669194,134.799999952316,112.289999961853,427.699999809265,447.89999961853,141.129999995231,129.629999995231,110.039999961853,86.8999999761581,7.39999999850988,421.0,99.0,7.80999999865889,88449.0
1981-09-01,59451.0,147046.0,56231.0,63510.0,5.64999999850988,135.799999952316,107.979999959468,428.099999427795,444.099999427795,126.599999964237,118.269999980926,93.6699999570846,86.5,7.59999999776482,483.0,98.7999999523163,6.72999999672174,87916.0
1981-10-01,58875.0,146330.0,56734.0,63199.0,5.972999997437,135.299999952316,106.339999973773,429.5,444.199999809265,123.979999959468,119.799999952316,96.8899999856949,85.7999999523162,7.89999999850988,517.0,98.8999999761581,5.12999999895691,86679.0
1981-11-01,58394.0,145592.0,57453.0,63658.0,5.97599999979138,135.099999964237,104.529999971389,432.599999427795,445.099999427795,125.799999952316,122.919999957084,98.3799999952316,84.7999999523162,8.29999999701976,539.0,98.7999999523163,5.13999999687075,86525.0
1981-12-01,58081.0,147622.0,56774.0,67073.0,6.92199999839067,134.799999952316,105.209999978542,436.39999961853,447.599999427795,128.229999959468,123.789999961853,98.3699999451637,84.0999999642372,8.5,551.0,98.7999999523163,4.91999999806284,86818.0
1982-01-01,57904.0,146782.0,57470.0,60618.0,7.26499999687075,134.099999964237,106.959999978542,443.599999427795,453.599999427795,121.779999971389,117.279999971389,95.4299999475479,82.3999999761581,8.59999999776482,563.0,99.699999988079,5.34999999776482,85994.0
1982-02-01,57808.0,145788.0,58912.0,60712.0,6.29499999806285,131.799999952316,110.3599999547,441.5,450.099999427795,120.529999971389,114.5,97.3199999928474,84.199999988079,8.89999999850988,514.0,99.7999999523163,6.25,88197.0
1982-03-01,57868.0,145588.0,58888.0,63981.0,6.35499999672174,126.799999952316,112.449999988079,442.5,451.099999427795,112.429999947547,110.839999973773,97.0,83.699999988079,9.0,566.0,99.5999999642372,5.86999999731779,87649.0
1982-04-01,57950.0,146186.0,59685.0,62806.0,5.84899999946355,121.0,114.069999992847,447.099999427795,454.39999961853,117.319999992847,116.309999942779,102.909999966621,83.199999988079,9.29999999701976,566.0,99.5999999642372,5.4699999988079,87777.0
1982-05-01,57717.0,146167.0,58445.0,61892.0,5.41099999845028,122.399999976158,111.029999971389,446.5,449.599999427795,115.839999973773,116.349999964237,103.809999942779,82.699999988079,9.39999999850988,585.0,99.7999999523163,6.37999999895692,88817.0
1982-06-01,57868.0,147227.0,60143.0,62151.0,5.37399999797344,129.599999964237,116.969999969005,447.199999809265,445.0,105.969999969005,109.699999988079,100.919999957084,82.3999999761581,9.59999999776482,551.0,100.0,5.12999999895691,87424.0
1982-07-01,57882.0,147559.0,59198.0,61232.0,5.6439999975264,131.799999952316,118.909999966621,447.39999961853,443.39999961853,106.339999973773,109.379999995231,102.659999966621,82.0,9.79999999701976,533.0,100.399999976158,5.17999999970197,88977.0
1982-08-01,57992.0,148438.0,58312.0,63801.0,5.62199999764561,131.0,119.629999995231,451.79999923706,446.89999961853,106.339999973773,109.649999976158,102.459999978542,81.5999999642372,9.79999999701976,605.0,100.299999952316,5.34999999776482,88556.0
1982-09-01,58542.0,149801.0,57238.0,65020.0,5.37199999764561,129.5,120.929999947547,457.5,452.099999427795,119.6099999547,122.429999947547,115.509999990463,81.0,10.0999999977648,653.0,100.0,6.17999999970197,89564.0
1982-10-01,58332.0,149220.0,57873.0,64322.0,5.54499999806284,128.0,123.159999966621,466.099999427795,458.29999923706,131.639999985694,132.659999966621,126.429999947547,80.2999999523162,10.3999999985098,651.0,100.199999988079,5.32999999821186,90671.0
1982-11-01,58256.0,149021.0,58048.0,66310.0,5.81699999794364,126.799999952316,124.269999980926,472.199999809265,464.79999923706,139.349999964237,138.099999964237,133.269999980926,80.0,10.7999999970197,616.0,100.299999952316,6.47999999672174,92490.0
1982-12-01,59555.0,152490.0,55895.0,62322.0,6.29199999943375,124.399999976158,119.219999969005,474.39999961853,468.79999923706,142.629999995231,139.369999945163,134.75,79.2999999523162,10.7999999970197,531.0,100.5,6.12999999895692,92111.0
1983-01-01,57135.0,150131.0,55310.0,66061.0,6.48299999907612,121.299999952316,117.729999959468,478.0,470.89999961853,151.029999971389,144.269999980926,133.07999998331,80.7999999523162,10.3999999985098,507.0,100.199999988079,5.7799999974668,91607.0
1983-02-01,56758.0,148709.0,51758.0,61419.0,5.68499999865889,117.0,119.699999988079,483.79999923706,476.199999809265,154.07999998331,146.799999952316,133.889999985694,80.699999988079,10.3999999985098,478.0,100.5,5.98999999836087,91796.0
1983-03-01,56745.0,148997.0,50684.0,60130.0,6.05799999833107,113.5,120.709999978542,490.099999427795,481.89999961853,159.039999961853,151.879999995231,144.429999947547,81.2999999523162,10.2999999970197,479.0,100.399999976158,6.07999999821186,94153.0
