LogVoteRate,Pop,Edu,Houses,Income,Longitude,Latitude
-0.66155884121655,9.97292032725146,9.24628649874965,9.00405393772839,12.1349149324637,-0.86641472,0.32542207
-0.65085895216643,10.9033470758296,10.2212137463362,9.96575787826225,13.0566380189205,-0.87754736,0.30654881
-0.61711449405975,9.72220545531683,8.75352933651643,8.70764824810691,11.6306284974264,-0.85388993,0.31863073
-0.63907007918474,9.27369068747694,8.18311807939474,8.277411998949,11.2437117968014,-0.87126855,0.32996943
-0.70027356648908,10.1515188193581,9.20773698610607,9.24067557177225,12.1551003522478,-0.86566214,0.3397974
-0.22636701808937,8.86347430617095,7.78904040165747,7.82684209815829,10.6447341825865,-0.85717786,0.32101773
-0.57318083587578,9.60535102218048,8.64470651171519,8.57828829077605,11.5088973630497,-0.86682302,0.31751982
-0.87987410811994,11.3583163467428,10.5206442208443,10.2227409638252,13.4153060884011,-0.85825619,0.33774548
-0.83200619163727,10.2162158335924,9.25836834098676,9.22048870302799,12.2192701737742,-0.85389802,0.32915184
-0.73296214442985,9.50293535628861,8.48776438072542,8.53010941668278,11.5325221887167,-0.8560575,0.34187088
-0.62313934290627,9.97123965458694,9.01845321031252,9.05812115899867,11.9687287448148,-0.86718688,0.32844987
-0.51658408792818,9.30837411224755,8.321664807135,8.40603814205007,11.269821523916,-0.88265781,0.32024863
-0.53541072410958,9.80994580812776,8.9159693113736,8.85808422219916,11.8468659279269,-0.87835981,0.31677523
-0.50608148398583,9.16251474249357,8.23004431012611,8.18979961872823,11.0468501099423,-0.85859858,0.33268721
-0.6694483294382,9.08704215563169,7.95402108727803,8.14293601043226,11.0530939241658,-0.85517385,0.3367087
-0.70191525575516,10.2048506120437,9.46032057724395,9.19003561863581,12.2995629886175,-0.8598913,0.31402888
-0.65925079792481,10.5633881393024,9.7981270368783,9.59696239228286,12.7398459457364,-0.87796569,0.34707296
-0.56517039743457,9.29440574709385,8.25296719500079,8.36938899664784,11.1780399688102,-0.86992999,0.31428183
-0.63140825317479,8.97638862194537,7.96067260838811,8.0346310329231,10.9310333927703,-0.86239249,0.32935503
-0.68001756539041,10.1984306994661,9.22473625225991,9.26643711132805,12.1605730614588,-0.86453162,0.31248133
-0.64010999685825,9.2072355570227,8.06683531441733,8.19808924895611,11.0222782148923,-0.86311599,0.31731354
-0.67554716171103,10.6851949100755,9.7495201892387,9.73542386748887,12.7236126771238,-0.86866896,0.3413167
-0.96852528360924,10.4078322202024,9.68992297600224,9.11040953335113,12.4453769062835,-0.85612338,0.31426115
-0.67015381775619,10.4764143545312,9.6440689453572,9.25636481028746,12.4341161723325,-0.87109517,0.32329593
-0.70825453156585,10.5439984320154,9.52017524906909,9.6164719246275,12.5569583641952,-0.85798731,0.3445983
-0.68730394058781,10.3156965361776,9.57900317356024,9.31343832997975,12.4257903352761,-0.86138157,0.3259991
-0.78858557371145,10.1856544442998,9.32197118814736,9.16868469670735,12.1730689665082,-0.87162695,0.31136909
-0.665008044083,11.2052311432531,10.4308162484011,10.2118909478011,13.3521456436056,-0.8603825,0.34047533
-0.67426326501192,9.49732219931357,8.49658223751211,8.53424694598206,11.5098005876227,-0.87735378,0.33729772
-0.63667170183765,9.92054130710195,8.95441533113759,8.97727273946428,11.9487322403221,-0.87843648,0.34435932
-0.5718265280626,9.74425732696557,8.8034242116007,8.79860565085442,11.8163799956622,-0.85837337,0.31094395
-0.44662199586229,8.86686366120208,7.74802852443237,7.77401507725072,10.5694176868025,-0.87951231,0.32854779
-0.53941454346274,9.23542315234364,8.07620452723902,8.18144069571937,10.9730314187068,-0.87625424,0.32755765
